acc_no,strandedness
MW546065,unknown
MW546066,unknown
MW546067,unknown
MW546068,unknown
MW546069,unknown
MW546070,unknown
MW546071,unknown
MW546072,dsDNA
MW546073,unknown
MW546074,unknown
MW546075,unknown
MW546076,dsDNA
MW546077,unknown
MW554488,dsDNA
MW557846,dsDNA
MW557853,ssDNA
MW560978,dsDNA
MW567727,dsDNA
MW570842,unknown
MW578835,dsDNA
MW578836,dsDNA
MW578837,dsDNA
MW582531,dsDNA
MW582532,dsDNA
MW582634,unknown
MW584149,dsDNA
MW584150,dsDNA
MW584151,dsDNA
MW584152,dsDNA
MW584153,dsDNA
MW584154,dsDNA
MW584155,dsDNA
MW584156,dsDNA
MW584157,dsDNA
MW584158,dsDNA
MW584159,dsDNA
MW584160,dsDNA
MW584161,dsDNA
MW584162,dsDNA
MW584163,dsDNA
MW584164,dsDNA
MW584165,dsDNA
MW584166,dsDNA
MW584167,dsDNA
MW584168,dsDNA
MW584169,dsDNA
MW584170,dsDNA
MW584171,dsDNA
MW584172,dsDNA
MW584173,dsDNA
MW584174,dsDNA
MW584175,dsDNA
MW584176,dsDNA
MW584177,dsDNA
MW584178,dsDNA
MW584179,dsDNA
MW584180,dsDNA
MW584181,dsDNA
MW584182,dsDNA
MW584183,dsDNA
MW584184,dsDNA
MW584185,dsDNA
MW584186,dsDNA
MW584187,dsDNA
MW584188,dsDNA
MW584189,dsDNA
MW584190,dsDNA
MW584191,dsDNA
MW584192,dsDNA
MW584193,dsDNA
MW584194,dsDNA
MW584195,dsDNA
MW584196,dsDNA
MW584197,dsDNA
MW584198,dsDNA
MW584199,dsDNA
MW584200,dsDNA
MW584201,dsDNA
MW584202,dsDNA
MW584203,dsDNA
MW584204,dsDNA
MW584205,dsDNA
MW584206,dsDNA
MW584207,dsDNA
MW584208,dsDNA
MW584209,dsDNA
MW584210,dsDNA
MW584211,dsDNA
MW584212,dsDNA
MW584871,dsDNA
MW589261,dsDNA
MW590223,dsDNA
MW590698,dsDNA
MW595220,dsDNA
MW595221,dsDNA
MW598258,dsDNA
MW600722,dsDNA
MW601216,dsDNA
MW601217,dsDNA
MW601218,dsDNA
MW601219,dsDNA
MW601220,dsDNA
MW601221,dsDNA
MW601222,dsDNA
MW601223,dsDNA
MW601224,dsDNA
MW601225,dsDNA
MW602648,dsDNA
MW618650,unknown
MW627366,dsDNA
MW651859,dsDNA
MW654182,dsDNA
MW655991,unknown
MW671054,unknown
MW672037,dsDNA
MW713383,dsDNA
MW722080,unknown
MW722081,unknown
MW722083,unknown
MW722521,dsDNA
MW735835,unknown
MW741821,unknown
MW748991,dsDNA
MW748992,dsDNA
MW748993,dsDNA
MW767996,dsDNA
MW791312,dsDNA
MW802488,dsDNA
MW812345,unknown
MW822011,dsDNA
MW822535,dsDNA
MW822536,dsDNA
MW822537,dsDNA
MW822538,dsDNA
MW822539,dsDNA
MW822601,unknown
MW825358,unknown
MW835180,dsDNA
MW862804,dsDNA
MW883059,dsDNA
MW883060,dsDNA
MW883061,dsDNA
MW900438,unknown
MW916539,dsDNA
MW924638,dsDNA
MW924639,dsDNA
MW924640,dsDNA
MW924641,dsDNA
MW924642,dsDNA
MW924643,dsDNA
MW924644,dsDNA
MW924645,dsDNA
MW924646,dsDNA
MW924647,dsDNA
MW924648,dsDNA
MW924649,dsDNA
MW924650,dsDNA
MW924889,dsDNA
MW965453,dsDNA
MZ127829,unknown
MZ188976,unknown
NC_000866,dsDNA
NC_000867,dsDNA
NC_000871,dsDNA
NC_000872,dsDNA
NC_000902,dsDNA
NC_000924,dsDNA
NC_000929,dsDNA
NC_000935,dsDNA
NC_001270,ssDNA
NC_001271,dsDNA
NC_001317,dsDNA
NC_001330,ssDNA(+)
NC_001331,ssDNA(+)
NC_001332,ssDNA(+)
NC_001335,dsDNA
NC_001341,ssDNA
NC_001365,ssDNA
NC_001396,ssDNA(+)
NC_001416,dsDNA
NC_001417,ssRNA(+)
NC_001418,ssDNA(+)
NC_001420,ssDNA(+)
NC_001421,dsDNA
NC_001422,ssDNA(+)
NC_001423,dsDNA
NC_001426,ssRNA(+)
NC_001447,dsDNA
NC_001604,dsDNA
NC_001609,dsDNA
NC_001628,ssRNA(+)
NC_001629,dsDNA
NC_001697,dsDNA
NC_001706,dsDNA
NC_001730,ssDNA(+)
NC_001741,ssDNA(+)
NC_001825,dsDNA
NC_001835,dsDNA
NC_001884,dsDNA
NC_001890,ssRNA(+)
NC_001895,dsDNA
NC_001900,dsDNA
NC_001901,dsDNA
NC_001902,dsDNA
NC_001909,dsDNA
NC_001942,dsDNA
NC_001954,ssDNA(+)
NC_001956,ssDNA(+)
NC_001978,dsDNA
NC_001998,ssDNA(+)
NC_002014,ssDNA(+)
NC_002072,dsDNA
NC_002166,dsDNA
NC_002167,dsDNA
NC_002180,ssDNA(+)
NC_002185,dsDNA
NC_002194,ssDNA(+)
NC_002214,dsDNA
NC_002321,dsDNA
NC_002362,ssDNA(+)
NC_002363,ssDNA(+)
NC_002371,dsDNA
NC_002484,dsDNA
NC_002515,dsDNA
NC_002519,dsDNA
NC_002643,ssDNA(+)
NC_002649,dsDNA
NC_002656,dsDNA
NC_002661,dsDNA
NC_002700,ssRNA(+)
NC_002703,dsDNA
NC_002730,dsDNA
NC_002747,dsDNA
NC_002796,dsDNA
NC_003050,dsDNA
NC_003085,dsDNA
NC_003158,dsDNA
NC_003214,dsDNA
NC_003216,dsDNA
NC_003278,dsDNA
NC_003287,ssDNA(+)
NC_003288,dsDNA
NC_003291,dsDNA
NC_003298,dsDNA
NC_003309,dsDNA
NC_003313,dsDNA
NC_003315,dsDNA
NC_003324,dsDNA
NC_003327,ssDNA(+)
NC_003345,dsDNA
NC_003356,dsDNA
NC_003387,dsDNA
NC_003390,dsDNA
NC_003438,ssDNA(+)
NC_003444,dsDNA
NC_003460,ssDNA(+)
NC_003524,dsDNA
NC_003793,ssDNA
NC_003907,dsDNA
NC_004066,dsDNA
NC_004084,dsDNA
NC_004086,dsDNA
NC_004087,dsDNA
NC_004112,dsDNA
NC_004165,dsDNA
NC_004166,dsDNA
NC_004167,dsDNA
NC_004301,ssRNA(+)
NC_004303,dsDNA
NC_004305,dsDNA
NC_004306,ssDNA(+)
NC_004313,dsDNA
NC_004333,dsDNA
NC_004348,dsDNA
NC_004456,dsDNA
NC_004462,dsDNA
NC_004466,dsDNA
NC_004615,dsDNA
NC_004629,dsDNA
NC_004664,dsDNA
NC_004665,dsDNA
NC_004678,dsDNA
NC_004679,dsDNA
NC_004680,dsDNA
NC_004681,dsDNA
NC_004682,dsDNA
NC_004683,dsDNA
NC_004684,dsDNA
NC_004685,dsDNA
NC_004686,dsDNA
NC_004687,dsDNA
NC_004688,dsDNA
NC_004689,dsDNA
NC_004735,dsDNA
NC_004736,ssDNA(+)
NC_004745,dsDNA
NC_004746,dsDNA
NC_004775,dsDNA
NC_004777,dsDNA
NC_004813,dsDNA
NC_004814,dsDNA
NC_004827,dsDNA
NC_004831,dsDNA
NC_004902,dsDNA
NC_004913,dsDNA
NC_004914,dsDNA
NC_004927,dsDNA
NC_004928,dsDNA
NC_004996,dsDNA
NC_005045,dsDNA
NC_005056,dsDNA
NC_005066,dsDNA
NC_005069,dsDNA
NC_005083,dsDNA
NC_005091,dsDNA
NC_005131,ssDNA(+)
NC_005135,dsDNA
NC_005178,dsDNA
NC_005258,dsDNA
NC_005259,dsDNA
NC_005260,dsDNA
NC_005262,dsDNA
NC_005263,dsDNA
NC_005282,dsDNA
NC_005284,dsDNA
NC_005340,dsDNA
NC_005342,dsDNA
NC_005344,dsDNA
NC_005345,dsDNA
NC_005356,dsDNA
NC_005357,dsDNA
NC_005822,dsDNA
NC_005830,dsDNA
NC_005833,dsDNA
NC_005841,dsDNA
NC_005856,dsDNA
NC_005857,dsDNA
NC_005859,dsDNA
NC_005879,dsDNA
NC_005880,dsDNA
NC_005882,dsDNA
NC_005884,dsDNA
NC_005885,dsDNA
NC_005886,dsDNA
NC_005887,dsDNA
NC_005891,dsDNA
NC_005892,dsDNA
NC_005893,dsDNA
NC_005948,ssDNA(+)
NC_005949,ssDNA(+)
NC_005964,unknown
NC_006294,ssDNA(+)
NC_006356,dsDNA
NC_006548,dsDNA
NC_006552,dsDNA
NC_006557,dsDNA
NC_006565,dsDNA
NC_006820,dsDNA
NC_006882,dsDNA
NC_006883,dsDNA
NC_006884,dsDNA
NC_006936,dsDNA
NC_006938,dsDNA
NC_006940,dsDNA
NC_006945,dsDNA
NC_006949,dsDNA
NC_006953,dsDNA
NC_007019,dsDNA
NC_007021,dsDNA
NC_007022,dsDNA
NC_007023,dsDNA
NC_007024,dsDNA
NC_007045,dsDNA
NC_007046,dsDNA
NC_007047,dsDNA
NC_007048,dsDNA
NC_007049,dsDNA
NC_007050,dsDNA
NC_007051,dsDNA
NC_007052,dsDNA
NC_007053,dsDNA
NC_007054,dsDNA
NC_007055,dsDNA
NC_007056,dsDNA
NC_007057,dsDNA
NC_007058,dsDNA
NC_007059,dsDNA
NC_007060,dsDNA
NC_007061,dsDNA
NC_007062,dsDNA
NC_007063,dsDNA
NC_007064,dsDNA
NC_007065,dsDNA
NC_007066,dsDNA
NC_007149,dsDNA
NC_007189,ssDNA(+)
NC_007217,dsDNA
NC_007291,dsDNA
NC_007451,dsDNA
NC_007456,dsDNA
NC_007458,dsDNA
NC_007461,ssDNA(+)
NC_007497,dsDNA
NC_007501,dsDNA
NC_007581,dsDNA
NC_007603,dsDNA
NC_007610,dsDNA
NC_007623,dsDNA
NC_007636,dsDNA
NC_007637,dsDNA
NC_007709,dsDNA
NC_007710,dsDNA
NC_007734,dsDNA
NC_007804,dsDNA
NC_007805,dsDNA
NC_007806,dsDNA
NC_007807,dsDNA
NC_007808,dsDNA
NC_007809,dsDNA
NC_007810,dsDNA
NC_007814,dsDNA
NC_007817,ssDNA(+)
NC_007818,ssDNA(+)
NC_007819,ssDNA(+)
NC_007820,ssDNA(+)
NC_007821,ssDNA(+)
NC_007822,ssDNA(+)
NC_007823,ssDNA(+)
NC_007824,ssDNA(+)
NC_007825,ssDNA(+)
NC_007827,ssDNA(+)
NC_007856,ssDNA(+)
NC_007902,dsDNA
NC_007917,dsDNA
NC_007918,dsDNA
NC_007924,dsDNA
NC_007967,dsDNA
NC_008152,dsDNA
NC_008193,dsDNA
NC_008194,dsDNA
NC_008195,dsDNA
NC_008196,dsDNA
NC_008197,dsDNA
NC_008198,dsDNA
NC_008199,dsDNA
NC_008200,dsDNA
NC_008201,dsDNA
NC_008202,dsDNA
NC_008203,dsDNA
NC_008204,dsDNA
NC_008205,dsDNA
NC_008206,dsDNA
NC_008207,dsDNA
NC_008208,dsDNA
NC_008265,dsDNA
NC_008294,ssRNA(+)
NC_008296,dsDNA
NC_008363,dsDNA
NC_008364,dsDNA
NC_008367,dsDNA
NC_008370,dsDNA
NC_008371,dsDNA
NC_008376,dsDNA
NC_008464,dsDNA
NC_008515,dsDNA
NC_008562,dsDNA
NC_008574,ssDNA(+)
NC_008575,ssDNA(+)
NC_008583,dsDNA
NC_008584,dsDNA
NC_008617,dsDNA
NC_008689,dsDNA
NC_008694,dsDNA
NC_008695,dsDNA
NC_008717,dsDNA
NC_008720,dsDNA
NC_008721,dsDNA
NC_008722,dsDNA
NC_008723,dsDNA
NC_008798,dsDNA
NC_008799,dsDNA
NC_009014,dsDNA
NC_009015,dsDNA
NC_009016,dsDNA
NC_009018,dsDNA
NC_009231,dsDNA
NC_009232,dsDNA
NC_009234,dsDNA
NC_009235,dsDNA
NC_009236,dsDNA
NC_009237,dsDNA
NC_009382,dsDNA
NC_009447,dsDNA
NC_009514,dsDNA
NC_009526,dsDNA
NC_009531,dsDNA
NC_009540,dsDNA
NC_009541,dsDNA
NC_009542,dsDNA
NC_009543,dsDNA
NC_009551,dsDNA
NC_009552,dsDNA
NC_009554,dsDNA
NC_009603,dsDNA
NC_009604,dsDNA
NC_009643,dsDNA
NC_009737,dsDNA
NC_009760,dsDNA
NC_009761,dsDNA
NC_009762,dsDNA
NC_009763,dsDNA
NC_009799,dsDNA
NC_009803,dsDNA
NC_009804,dsDNA
NC_009810,dsDNA
NC_009811,dsDNA
NC_009812,dsDNA
NC_009813,dsDNA
NC_009814,dsDNA
NC_009815,dsDNA
NC_009816,dsDNA
NC_009817,dsDNA
NC_009818,dsDNA
NC_009819,dsDNA
NC_009820,dsDNA
NC_009821,dsDNA
NC_009875,dsDNA
NC_009877,dsDNA
NC_009878,dsDNA
NC_009884,dsDNA
NC_009904,dsDNA
NC_009935,dsDNA
NC_009936,dsDNA
NC_009965,dsDNA
NC_009987,ssDNA
NC_009990,dsDNA
NC_009993,dsDNA
NC_010105,dsDNA
NC_010106,dsDNA
NC_010116,dsDNA
NC_010147,dsDNA
NC_010152,dsDNA
NC_010153,dsDNA
NC_010154,dsDNA
NC_010237,dsDNA
NC_010275,dsDNA
NC_010324,dsDNA
NC_010325,dsDNA
NC_010326,dsDNA
NC_010342,dsDNA
NC_010353,dsDNA
NC_010355,dsDNA
NC_010363,dsDNA
NC_010391,unknown
NC_010392,unknown
NC_010393,unknown
NC_010429,ssDNA(+)
NC_010463,dsDNA
NC_010495,dsDNA
NC_010537,dsDNA
NC_010576,dsDNA
NC_010583,dsDNA
NC_010807,dsDNA
NC_010808,dsDNA
NC_010811,dsDNA
NC_010821,dsDNA
NC_010945,dsDNA
NC_011019,dsDNA
NC_011020,dsDNA
NC_011021,dsDNA
NC_011022,dsDNA
NC_011023,dsDNA
NC_011038,dsDNA
NC_011039,dsDNA
NC_011040,dsDNA
NC_011041,dsDNA
NC_011042,dsDNA
NC_011043,dsDNA
NC_011044,dsDNA
NC_011045,dsDNA
NC_011046,dsDNA
NC_011048,dsDNA
NC_011054,dsDNA
NC_011055,dsDNA
NC_011056,dsDNA
NC_011057,dsDNA
NC_011085,dsDNA
NC_011103,dsDNA
NC_011104,dsDNA
NC_011105,dsDNA
NC_011107,dsDNA
NC_011142,dsDNA
NC_011165,dsDNA
NC_011166,dsDNA
NC_011167,dsDNA
NC_011201,dsDNA
NC_011216,dsDNA
NC_011222,dsDNA
NC_011267,dsDNA
NC_011269,dsDNA
NC_011270,dsDNA
NC_011271,dsDNA
NC_011272,dsDNA
NC_011273,dsDNA
NC_011285,dsDNA
NC_011287,dsDNA
NC_011288,dsDNA
NC_011289,dsDNA
NC_011290,dsDNA
NC_011291,dsDNA
NC_011292,dsDNA
NC_011308,dsDNA
NC_011318,dsDNA
NC_011344,dsDNA
NC_011373,dsDNA
NC_011398,dsDNA
NC_011399,ssDNA(+)
NC_011421,dsDNA
NC_011523,dsDNA
NC_011534,dsDNA
NC_011551,dsDNA
NC_011589,dsDNA
NC_011611,dsDNA
NC_011612,dsDNA
NC_011613,dsDNA
NC_011614,dsDNA
NC_011645,dsDNA
NC_011646,dsDNA
NC_011703,dsDNA
NC_011756,dsDNA
NC_011801,dsDNA
NC_011802,dsDNA
NC_011810,dsDNA
NC_011811,dsDNA
NC_011976,dsDNA
NC_012027,dsDNA
NC_012223,dsDNA
NC_012418,dsDNA
NC_012419,dsDNA
NC_012530,dsDNA
NC_012558,dsDNA; ssDNA
NC_012635,dsDNA
NC_012638,dsDNA
NC_012662,dsDNA
NC_012663,dsDNA
NC_012696,dsDNA
NC_012697,dsDNA
NC_012740,dsDNA
NC_012741,dsDNA
NC_012742,dsDNA
NC_012743,dsDNA
NC_012749,dsDNA
NC_012753,dsDNA
NC_012756,dsDNA
NC_012757,ssDNA(+)
NC_012784,dsDNA
NC_012788,dsDNA
NC_012868,ssDNA(+)
NC_012884,dsDNA
NC_013021,dsDNA
NC_013055,dsDNA
NC_013059,dsDNA
NC_013085,dsDNA
NC_013152,dsDNA
NC_013153,dsDNA
NC_013154,dsDNA
NC_013155,dsDNA
NC_013195,dsDNA
NC_013197,dsDNA
NC_013594,dsDNA
NC_013597,dsDNA
NC_013598,dsDNA
NC_013599,dsDNA
NC_013600,dsDNA
NC_013638,dsDNA
NC_013643,dsDNA
NC_013644,dsDNA
NC_013645,dsDNA
NC_013646,dsDNA
NC_013647,dsDNA
NC_013648,dsDNA
NC_013649,dsDNA
NC_013650,dsDNA
NC_013651,dsDNA
NC_013691,dsDNA
NC_013692,dsDNA
NC_013693,dsDNA
NC_013694,dsDNA
NC_013696,dsDNA
NC_013697,dsDNA
NC_013698,dsDNA
NC_013758,dsDNA; ssDNA
NC_013936,dsDNA
NC_014036,dsDNA
NC_014099,dsDNA
NC_014229,dsDNA
NC_014260,dsDNA
NC_014457,dsDNA
NC_014458,dsDNA
NC_014459,dsDNA
NC_014460,dsDNA
NC_014461,dsDNA
NC_014467,dsDNA
NC_014595,dsDNA
NC_014635,dsDNA
NC_014636,dsDNA
NC_014660,dsDNA
NC_014661,dsDNA
NC_014662,dsDNA
NC_014663,dsDNA
NC_014792,dsDNA
NC_014900,dsDNA
NC_014901,dsDNA
NC_015157,dsDNA
NC_015158,dsDNA
NC_015159,dsDNA
NC_015208,dsDNA
NC_015209,ssDNA(+)
NC_015210,dsDNA
NC_015249,dsDNA
NC_015250,dsDNA
NC_015251,dsDNA
NC_015252,dsDNA
NC_015253,dsDNA
NC_015254,dsDNA
NC_015262,dsDNA
NC_015263,dsDNA
NC_015264,dsDNA
NC_015265,dsDNA
NC_015266,dsDNA
NC_015269,dsDNA
NC_015270,dsDNA
NC_015271,dsDNA
NC_015272,dsDNA
NC_015273,dsDNA
NC_015274,dsDNA
NC_015279,dsDNA
NC_015280,dsDNA
NC_015281,dsDNA
NC_015282,dsDNA
NC_015283,dsDNA
NC_015284,dsDNA
NC_015285,dsDNA
NC_015286,dsDNA
NC_015287,dsDNA
NC_015288,dsDNA
NC_015289,dsDNA
NC_015290,dsDNA
NC_015292,dsDNA
NC_015293,dsDNA
NC_015294,dsDNA
NC_015295,dsDNA
NC_015296,dsDNA
NC_015297,ssDNA(+)
NC_015453,dsDNA
NC_015454,dsDNA
NC_015456,dsDNA
NC_015457,dsDNA
NC_015463,dsDNA
NC_015464,dsDNA
NC_015465,dsDNA
NC_015466,dsDNA
NC_015568,dsDNA
NC_015569,dsDNA
NC_015584,dsDNA
NC_015585,dsDNA
NC_015586,ssDNA(+)
NC_015719,dsDNA
NC_015720,dsDNA
NC_015721,dsDNA
NC_015785,ssDNA(+)
NC_015933,dsDNA
NC_015937,dsDNA
NC_015938,dsDNA
NC_016071,dsDNA
NC_016073,dsDNA
NC_016158,dsDNA
NC_016160,dsDNA
NC_016161,dsDNA
NC_016162,ssDNA(+)
NC_016163,dsDNA
NC_016164,dsDNA
NC_016165,dsDNA
NC_016166,dsDNA
NC_016434,dsDNA
NC_016435,dsDNA
NC_016562,dsDNA
NC_016563,dsDNA
NC_016564,dsDNA
NC_016565,dsDNA
NC_016566,dsDNA
NC_016567,dsDNA
NC_016568,dsDNA
NC_016569,dsDNA
NC_016570,dsDNA
NC_016571,dsDNA
NC_016650,dsDNA
NC_016651,dsDNA
NC_016652,dsDNA
NC_016653,dsDNA
NC_016654,dsDNA
NC_016655,dsDNA
NC_016656,dsDNA
NC_016657,dsDNA
NC_016658,dsDNA
NC_016659,dsDNA
NC_016761,dsDNA
NC_016762,dsDNA
NC_016763,dsDNA
NC_016764,dsDNA
NC_016765,dsDNA
NC_016766,dsDNA
NC_016767,dsDNA
NC_016770,dsDNA
NC_016989,dsDNA
NC_017087,dsDNA; ssDNA
NC_017088,dsDNA
NC_017089,dsDNA; ssDNA
NC_017090,dsDNA
NC_017674,dsDNA
NC_017688,dsDNA
NC_017695,dsDNA
NC_017696,dsDNA
NC_017698,dsDNA
NC_017702,dsDNA
NC_017732,dsDNA
NC_017864,dsDNA
NC_017865,dsDNA
NC_017968,dsDNA
NC_017969,dsDNA
NC_017971,dsDNA
NC_017972,dsDNA
NC_017973,dsDNA
NC_017974,dsDNA
NC_017975,dsDNA
NC_017976,dsDNA
NC_017978,dsDNA
NC_017980,dsDNA
NC_017981,dsDNA
NC_017983,dsDNA
NC_017984,dsDNA
NC_017985,dsDNA
NC_018083,dsDNA
NC_018084,dsDNA
NC_018085,dsDNA
NC_018086,dsDNA
NC_018087,dsDNA
NC_018088,dsDNA
NC_018264,dsDNA
NC_018269,dsDNA
NC_018270,dsDNA
NC_018271,dsDNA
NC_018272,dsDNA
NC_018273,dsDNA
NC_018274,dsDNA
NC_018275,dsDNA
NC_018276,dsDNA
NC_018277,dsDNA
NC_018278,dsDNA
NC_018279,dsDNA
NC_018280,dsDNA
NC_018281,dsDNA
NC_018282,dsDNA
NC_018283,dsDNA
NC_018284,dsDNA
NC_018285,dsDNA
NC_018452,dsDNA
NC_018454,dsDNA
NC_018831,dsDNA
NC_018832,dsDNA
NC_018834,dsDNA
NC_018835,dsDNA
NC_018836,dsDNA
NC_018837,dsDNA
NC_018838,dsDNA
NC_018839,dsDNA
NC_018840,dsDNA
NC_018841,dsDNA
NC_018842,dsDNA
NC_018843,dsDNA
NC_018845,dsDNA
NC_018846,dsDNA
NC_018847,dsDNA
NC_018848,dsDNA
NC_018849,dsDNA
NC_018850,dsDNA
NC_018851,dsDNA
NC_018852,dsDNA
NC_018853,dsDNA
NC_018854,dsDNA
NC_018855,dsDNA
NC_018856,dsDNA
NC_018857,dsDNA
NC_018859,dsDNA
NC_018860,dsDNA
NC_018861,dsDNA
NC_018863,dsDNA
NC_019398,dsDNA
NC_019399,dsDNA
NC_019400,dsDNA
NC_019401,dsDNA
NC_019402,dsDNA
NC_019403,dsDNA
NC_019404,dsDNA
NC_019405,dsDNA
NC_019406,dsDNA
NC_019407,dsDNA
NC_019408,dsDNA
NC_019410,dsDNA
NC_019411,dsDNA
NC_019413,dsDNA
NC_019414,dsDNA
NC_019416,dsDNA
NC_019417,dsDNA
NC_019418,dsDNA
NC_019419,dsDNA
NC_019420,dsDNA
NC_019421,dsDNA
NC_019422,dsDNA
NC_019423,dsDNA
NC_019442,dsDNA
NC_019443,dsDNA
NC_019444,dsDNA
NC_019445,dsDNA
NC_019446,dsDNA
NC_019447,dsDNA
NC_019448,dsDNA
NC_019449,dsDNA
NC_019450,dsDNA
NC_019451,dsDNA
NC_019452,dsDNA
NC_019453,ssRNA(+)
NC_019454,dsDNA
NC_019455,dsDNA
NC_019456,dsDNA
NC_019457,dsDNA
NC_019485,dsDNA
NC_019486,dsDNA
NC_019487,dsDNA
NC_019488,dsDNA
NC_019489,dsDNA
NC_019490,dsDNA
NC_019496,dsDNA
NC_019500,dsDNA
NC_019501,dsDNA
NC_019502,dsDNA
NC_019503,dsDNA
NC_019504,dsDNA
NC_019505,dsDNA
NC_019506,dsDNA
NC_019507,dsDNA
NC_019508,dsDNA
NC_019509,dsDNA
NC_019510,dsDNA
NC_019511,dsDNA
NC_019512,dsDNA
NC_019513,dsDNA
NC_019514,dsDNA
NC_019515,dsDNA
NC_019516,dsDNA
NC_019517,dsDNA
NC_019518,dsDNA
NC_019519,dsDNA
NC_019520,dsDNA
NC_019521,dsDNA
NC_019522,dsDNA
NC_019523,dsDNA
NC_019524,dsDNA
NC_019525,dsDNA
NC_019526,dsDNA
NC_019527,dsDNA
NC_019528,dsDNA
NC_019529,dsDNA
NC_019530,dsDNA
NC_019538,dsDNA
NC_019539,dsDNA
NC_019540,dsDNA
NC_019541,dsDNA
NC_019542,dsDNA
NC_019543,dsDNA
NC_019544,dsDNA
NC_019545,dsDNA
NC_019548,ssDNA(+)
NC_019549,dsDNA
NC_019550,dsDNA
NC_019704,dsDNA
NC_019705,dsDNA
NC_019706,dsDNA
NC_019707,ssRNA(+)
NC_019708,dsDNA
NC_019709,dsDNA
NC_019710,dsDNA
NC_019711,dsDNA
NC_019713,dsDNA
NC_019714,dsDNA
NC_019715,dsDNA
NC_019716,dsDNA
NC_019717,dsDNA
NC_019718,dsDNA
NC_019719,dsDNA
NC_019720,dsDNA
NC_019721,dsDNA
NC_019722,dsDNA
NC_019723,dsDNA
NC_019724,dsDNA
NC_019725,dsDNA
NC_019726,dsDNA
NC_019767,dsDNA
NC_019768,dsDNA
NC_019769,dsDNA
NC_019782,dsDNA
NC_019813,dsDNA
NC_019909,dsDNA
NC_019910,dsDNA
NC_019911,dsDNA
NC_019912,dsDNA
NC_019913,dsDNA
NC_019914,dsDNA
NC_019915,dsDNA
NC_019916,dsDNA
NC_019917,dsDNA
NC_019918,dsDNA
NC_019919,dsDNA
NC_019920,ssRNA(+)
NC_019921,dsDNA
NC_019922,ssRNA(+)
NC_019923,dsDNA
NC_019924,dsDNA
NC_019925,dsDNA
NC_019926,dsDNA
NC_019927,dsDNA
NC_019928,dsDNA
NC_019929,dsDNA
NC_019930,dsDNA
NC_019931,dsDNA
NC_019932,dsDNA
NC_019933,dsDNA
NC_019934,dsDNA
NC_019935,dsDNA
NC_020078,dsDNA
NC_020079,dsDNA
NC_020080,dsDNA
NC_020081,dsDNA
NC_020082,dsDNA
NC_020083,dsDNA
NC_020159,dsDNA
NC_020197,dsDNA
NC_020198,dsDNA
NC_020199,dsDNA
NC_020200,dsDNA
NC_020201,dsDNA
NC_020202,dsDNA
NC_020203,dsDNA
NC_020204,dsDNA
NC_020205,dsDNA
NC_020414,dsDNA
NC_020416,dsDNA
NC_020477,dsDNA
NC_020478,dsDNA
NC_020479,dsDNA
NC_020480,dsDNA
NC_020481,dsDNA
NC_020482,dsDNA
NC_020483,dsDNA
NC_020484,dsDNA
NC_020486,dsDNA
NC_020488,dsDNA
NC_020489,dsDNA
NC_020490,dsDNA
NC_020835,dsDNA
NC_020837,dsDNA
NC_020838,dsDNA
NC_020839,dsDNA
NC_020840,dsDNA
NC_020841,dsDNA
NC_020842,dsDNA
NC_020843,dsDNA
NC_020844,dsDNA
NC_020845,dsDNA
NC_020846,dsDNA
NC_020847,dsDNA
NC_020848,dsDNA
NC_020849,dsDNA
NC_020850,dsDNA
NC_020851,dsDNA
NC_020853,dsDNA
NC_020854,dsDNA
NC_020855,dsDNA
NC_020856,dsDNA
NC_020857,dsDNA
NC_020858,dsDNA
NC_020859,dsDNA
NC_020860,dsDNA
NC_020862,dsDNA
NC_020863,dsDNA
NC_020865,dsDNA
NC_020866,dsDNA
NC_020867,dsDNA
NC_020868,dsDNA
NC_020870,dsDNA
NC_020871,dsDNA
NC_020872,dsDNA
NC_020873,dsDNA
NC_020874,dsDNA
NC_020875,dsDNA
NC_020876,dsDNA
NC_020877,dsDNA
NC_020878,dsDNA
NC_020879,dsDNA
NC_020880,dsDNA
NC_020883,dsDNA
NC_020998,dsDNA
NC_021061,dsDNA
NC_021062,dsDNA
NC_021063,dsDNA
NC_021067,dsDNA
NC_021068,dsDNA
NC_021070,dsDNA
NC_021071,dsDNA
NC_021072,dsDNA
NC_021073,dsDNA
NC_021190,dsDNA
NC_021297,dsDNA
NC_021298,dsDNA
NC_021299,dsDNA
NC_021300,dsDNA
NC_021301,dsDNA
NC_021302,dsDNA
NC_021304,dsDNA
NC_021305,dsDNA
NC_021306,dsDNA
NC_021307,dsDNA
NC_021308,dsDNA
NC_021309,dsDNA
NC_021310,dsDNA
NC_021311,dsDNA
NC_021315,dsDNA
NC_021316,dsDNA
NC_021317,dsDNA
NC_021318,dsDNA
NC_021320,dsDNA
NC_021321,dsDNA
NC_021323,dsDNA
NC_021324,dsDNA
NC_021325,dsDNA
NC_021326,dsDNA
NC_021331,dsDNA
NC_021332,dsDNA
NC_021334,dsDNA
NC_021335,dsDNA
NC_021336,dsDNA
NC_021337,dsDNA
NC_021338,dsDNA
NC_021339,dsDNA
NC_021342,dsDNA
NC_021343,dsDNA
NC_021344,dsDNA
NC_021346,dsDNA
NC_021347,dsDNA
NC_021348,dsDNA
NC_021349,dsDNA
NC_021529,dsDNA
NC_021530,dsDNA
NC_021531,dsDNA
NC_021532,dsDNA
NC_021533,dsDNA
