acc_no,hash,lifecycle,length,gc,train_testdf_train_onhold
MK448579,d015fe2d7dad7035f5ec3d76a2bd54d4e734dd764d6aa1441c06730f86b2a154,Non-chronic,12537,32.70319853234426,1
MH992193,3cbdfc082bc3a43d34b313aefbae6b86bd04e13103323379ca41cda3fa2bfe42,Non-chronic,4569,46.552856204858834,1
MT316458,aca4755c83424627268b6c3ad37ef4958816570b5c0e694d33a2ccfa8f8ed11a,Non-chronic,17434,68.94000229436733,1
NC_008294,bbe95f8489111a7a54578eae2385c55379088b1649b93e36acc2a75e9f5ad761,Non-chronic,3573,49.20235096557515,1
MG883721,0a0501d072b293156dbf7087976e6c8c911d4f7f18c0df6e8163d6bd636bb8a3,Non-chronic,6257,42.64024292792073,1
NC_030912,822e6895cef4ed8588a9140ef0b4fd5084be5e5e779a564bd44bb98c8ca3201d,Non-chronic,17119,68.61382090075355,1
MN689515,5cce0da0e02329064b0bb40a1f13b9f8ae05c06b87abcda9e091a8e7ed60a1f4,Non-chronic,21987,36.14408514121981,1
HM753663,d3d66f99eef642aa734c808f4f32052bce7e273976868b709cd66e194053cbf9,Non-chronic,5386,44.70850352766431,1
HM753706,e8c590eb15eaf63ea99daf90104681ce722de959b9f0bc037d2778ba120c930f,Non-chronic,5386,44.67137021908652,1
,fb13a8d046fea2222691a8f38e2152e263f2a383c9ee7eb6f5cc09d6a01b9d11,Chronic,5042,32.09044030146767,1
KX513875,fbec6427fb955d3a9ea89a775382bcae16275e8a8c503cb6133fa88df6833fd1,Non-chronic,6363,39.13248467703913,1
MH992172,7a78963c2fd023360cdbe415acc1eea3e58f38e3a3ddaf7ed3c6108accc013ee,Non-chronic,4529,50.05519982336057,1
NC_040341,2900d8a8053375ce8bb85367379cc6793306c89167c70f7ee794fd15e54a7d83,Non-chronic,6357,37.12442976246657,1
AF176028,1c50a0db9a5d69894ea6b83cd31d19aa59551e3b5d231617bf3ee075ec77487a,Non-chronic,5359,44.59787273745102,1
MH572373,6e815cdf1a2eccf7e3f66fc1118666014ff044ded9b24ed3124789f0d833d120,Non-chronic,4082,42.185203331700144,1
MT639642,4ea7fd5a12e5b1aed3ea8d6d8e1506d9a9774ff040ad9f1e3aba12a1de81ec08,Non-chronic,17362,68.5116922013593,1
,d0e73a33ac0bf30e233b9cf02c335290e28c68aa04f5aa3aa2fe202ca967482f,Chronic,5026,26.482292081177874,1
MH651181,499136f47c0b8ab2dedc6883f7fe8b34b4db6261078d8bb5f18a635316cc9383,Non-chronic,17362,68.5116922013593,1
NC_028789,2067c36c01461177de8dec84f11745ce72dca9060bc3e709b9ff0776f7e1421e,Non-chronic,18609,36.36412488580794,1
MK249136,49aebff012317a8d120b9491f264bec689c9b0c8daf0e071dc98ed57bbf6fa49,Non-chronic,4656,51.22422680412371,1
MH992176,0e9f08bd7fe532fcc534df6f831e69acf19071ed07833a6a452e0b561283c15a,Non-chronic,4633,45.24066479602849,1
MH572451,7958f5a2c16fb3c5d2c882e38c1602cb9dfee1acdcfbb7ab99ff1d667c743b69,Non-chronic,4650,49.01075268817204,1
MK448424,23f0dd443c4f97b908339726ba056ba9a448e2b981d3e68dc7a8a7ef356ddf82,Non-chronic,9486,36.928104575163395,1
MN379636,f86a60e5e4fa2026da26a0cbd3c5ec631e43616d14118d69190ef529182565e4,Non-chronic,6553,39.7527849839768,1
,a2b2df7731be2b74e5a51ce1ea0937c2509bdd7327b0d53a7715632422861d84,Chronic,3928,28.89511201629328,1
MK448477,701381d6b2599872452ca9d89750ca567a6ecec3db54b4b7cab8d0f534ef7d2a,Non-chronic,9180,35.04357298474945,1
MF140433,9c7b446eef32da8dbd51fca8ac6dc746eda23d88fa10845cc1d1b747c669ef42,Non-chronic,15556,60.10542555926973,1
MH572505,9018c9d0acf94d8c94d5d1cee4090815fa17fb089acbc8e96147669b45a3ce29,Non-chronic,4041,34.29844097995546,1
KP087940,5814bb628f4b812615aac8313e0e99ccb89a71c0ef25cb53a7fb7346b44f9b32,Non-chronic,4355,50.79219288174512,1
NC_004170,9539cb70b9a664107c7b0949e613896b2fc02387f963f4ebb88ca2f04f2ba458,Non-chronic,2981,56.18919825561892,1
MF443122,743434608100558aacaf9d21678d074388dcd1252e28a349cdb96197379a76a6,Non-chronic,21879,35.91571826865945,1
NC_031008,ee4b0c1e5f12acb5fb94d329fa50a4724d98def1bdc74de46b9a717a87389319,Non-chronic,17861,29.35445943676166,1
KX119178,b48189cce5ab54bd2755c97fb758973f424460c931322e620938ba57a68890e8,Non-chronic,16009,35.72990193016428,1
MK496753,aa67db512941940845cdc6f3cd048251ad7b38cd60879c9aff886be5cdf7086a,Non-chronic,4530,44.790286975717436,1
MK448405,aa5ad7c5960285af28a0dce4fa3adfaa51e58af8c63f5d620dbc92bf06e99986,Non-chronic,14670,40.5521472392638,1
MH572396,efc40099cf7ec02251f5f3513ae8d85b85818ff7ea9279037e055da521b13078,Non-chronic,4188,51.52817574021012,1
MK765667,35a8b821020b46519e7b252d22c88026dee626bd1093ad5bdf8781a96172c72e,Non-chronic,5554,43.86028087864602,1
MK496706,b8b49a56ca07f9923bcb5c8e3e7788016d4e89be5837d0ed6edb82bf0fb34167,Non-chronic,5508,35.7116920842411,1
MH572513,87ad80072bfcea7c2b30f041f966e89ed396d46f64366a3dd640fae08e888e1f,Non-chronic,4221,40.10897891494906,1
,a38e6e6e1f444eb2b4e32153e52b256c04e140bb0448e9ac8cefdc4651e4da80,Chronic,3923,43.359673719092534,1
MK448478,dc96ae4cb59fe88076f750f43059539bfe33c9e5f22db22ead6caedfe858f7cf,Non-chronic,17140,33.343057176196034,1
MK448380,1c21316b4722ef9d0d4df9dd05c2ceb1da4f0323937cfceaa89edb8d3b734678,Non-chronic,14270,35.54309740714786,1
MK448346,f5d27a8a6fc091635c6c162b523e5d676e75b204dc02091b9002d634d670b6de,Non-chronic,13967,35.81298775685544,1
MH572421,87e23b9711e20af1681af20e764dea2c6b16bb3d4774f0afeecbb79ce0df9343,Non-chronic,4440,35.02252252252252,1
MK765579,e474c746c2ed14eb46949893bf2dad91151d8726cebf9adc14f4ba0dfb17b1e2,Non-chronic,4513,42.54376246399291,1
MK496770,2c74f8a9bdc588ea64a27bad99345545b488a62bd311ee00ca959f6d16ad6ae4,Non-chronic,5869,33.157266996081106,1
MK249231,7e26468178b9c03c7dd700b06bd640e47ec1da3fdf1751a14a53d59779134d8a,Non-chronic,4238,59.462010382255784,1
MN379651,3ecf2060bc931ff28c709c07334b55867c071dcc2600595cbcceb2adbf7ee1bc,Non-chronic,4743,39.995783259540374,1
LT985584,63924ae2e0007317b7423e89faa78000b3a473668d1db5b73aee8ff4764011b0,Non-chronic,6204,39.02321083172147,1
NC_001396,5b8c96f415078c8d579287b4841e0345a140a8f6341454a6c561a5b9cb75c0fd,Chronic,7308,58.07334428024083,1
NC_049971,948e5e1e782fa0bac7473805ff732732d2313223bbcf345951a4e607c1c53151,Non-chronic,18466,34.28463121412325,1
MK765639,81dd5ee782591c5767a5facb02f93c596091f941e5f1266da3b0b0dc4ed291e3,Non-chronic,4483,49.60963640419362,1
MH572470,dc51f58da6b3390a7ba00275cf252d89aeef366a207b649b87c54f3c420850fb,Non-chronic,4028,34.38430983118173,1
MH572340,deecc462a5e1143c11419994bed3c05e2525a935e7614ee533a705993a47c59b,Non-chronic,4153,43.5588731037804,1
MK448856,5760af9cc4b84b551e4e1e609d12719188e847bdbaad10f0c1a367b0e4a84267,Non-chronic,19446,38.50149130926669,1
LT993247,0c03526ed70a0619f53aa874f05ed6c6e5ab5452f31f7f3e9a98dc11e5fa5f9c,Non-chronic,6633,38.338609980401024,1
MH572330,750a68daf0df0db394fd3eda62917ec614cd59a6b6dac34959dd655024ae80d3,Non-chronic,4265,49.00351699882766,1
AF299306,3b427d45e2bc2d312164641571be24031eaa7e6cebf18e8a423e0994d5bbbf8b,Non-chronic,5368,44.8397913561848,1
,898c88f28f1bf3124ffbd130a811cbc758100d8984dbf25a92d8cce111046e7e,Chronic,4073,25.38669285538915,1
NC_043029,e4e6258b6292f83f837cb26f95bb126d53f8e4ae874ccaef1ab96d0fe5251c1d,Chronic,7648,62.63075313807531,1
MH572298,c87c399bcc73bbda439eb06af240c0c50b1275fb85af7af2c7df4b6593652274,Non-chronic,4176,38.984674329501914,1
NC_052940,1e8a354ffba7a7e35adcb3686b2f160aacc7ec87de179a9618e8b1db07c36e6e,Non-chronic,17451,68.21958627012779,1
MN988476,3cc91cf67fa19109c6e318dcc550949709f400082bcc56c3a9c14ed299b42ae1,Non-chronic,6204,58.86524822695036,1
,219d21bb57737308749b60dc034f533e2eef68e9f7f7921738e257f6a8db882e,Chronic,7447,36.45763394655566,1
,624f917ed89a0ef1001eab71477e4cd285199684fd00cd83b04f3f4506ecb616,Chronic,5074,42.19550650374458,1
MK448475,dfc6039f42efcd381ac67250f87609ec06e5b64456a4efa16c0818eb0d4a07a2,Non-chronic,16457,32.35097526888254,1
NC_028902,b773e1bfa445e4a42abbf11f028d05bcbd130a549edcb1db98beb1e260eeffc3,Non-chronic,4184,51.24282982791587,1
MK448610,93de5546b458074f88bca6f8bd31eb06f3f6d9271a16cb39e2b7be7d12e4c98d,Non-chronic,13874,37.76848781894191,1
,f3cc2444b90081d020f36a5cd3ba049aceecad59612a63422404d3a985eadac5,Chronic,6039,34.707733068388805,1
NC_055015,7fd12906544ce83c507cba20b7695edaea7f1653820590beb6b39966cf276ce5,Non-chronic,21144,35.87306091562618,1
MK448625,77dc5afec0704293eca106c68a1af8d86e1f48137e928dccd9ca715c4d8be710,Non-chronic,13201,35.20945382925536,1
MH319760,d2bbe7ad49ba29cc5f7a03705fccce37292ad6d33bbf29495f2c6831e83878ee,Non-chronic,11481,33.96045640623639,1
,d10b40d0311da26ec790900d5227cbcf8d77c6eae9641ea2609b7e6a1bdf6d73,Chronic,8825,38.27762039660057,1
MH992207,5b4522cc4ccc053f5bc543c194e44ddc04ca5fc5472ff9a0939e426bab6a5dd6,Non-chronic,4431,40.71315730083503,1
MK249172,77843547a7483058a33c1b4b74653e7fd681e22ae3ec4fa8f188cceabf916b3e,Non-chronic,4733,58.56750475385591,1
MK496801,01ddf5eb199283ad3411ada0ce129195c5295ee37ae066d1bf3e9641b85f9c6b,Non-chronic,5117,30.877467265976158,1
MK448368,4f7a85d368a09bb147e21b871756b154d4fbfa61d90060bd4f5fae07d36393c9,Non-chronic,12126,33.16015174006267,1
NC_004173,7038de342584bc2d3fb4b7f56100a3333e2e80e4248beace0ad5bd19eab22846,Non-chronic,6751,54.11050214782995,1
MK765651,5a2e28c4856d2c8ab4b5eecebe5a2f08cce475cca56aabc7b24ed684ec9630dd,Non-chronic,5816,41.50618982118294,1
MK448452,88eca70c496ef96b3f2706594708421f81af3a45b405be62406e6a34fee1f44f,Non-chronic,11820,34.653130287648054,1
,1f195a1ea8c642d9257a6c0989224e587b1fd9e2d8e04fd09bf5425e411bd7b7,Chronic,5317,26.330637577581342,1
NC_028993,c038a97b2487d69cdd6b8abfd1b2585161078e6a15de5ec89a5fe2bf4d337347,Non-chronic,4468,42.00984780662489,1
MK765565,eabe4a1b64b4d61889d0591f1037f8640f221351130d842f586c5fe07f6062be,Non-chronic,5837,41.32259722460168,1
MK448338,c08838db190f6f0c73bca916bc5740fecf0afa24468ad4a58b437f544fdd5866,Non-chronic,12319,36.066239142787566,1
MN010755,757b2cdffbfb0c9954bf69fd3d4227d162bf77b25ca3434c7ea9bc339eaf6c3a,Non-chronic,17445,68.7360275150473,1
MK922548,454d9c21c8edd4f3d44e23aa53d0f045f65bff4ff9167f5d14148e1fb8c98b81,Non-chronic,17473,28.76437932810622,1
NC_027637,f3dfdc86de0133f4b37e9061d9f1adb16159c771e936d680ae7b859f4d1f6d26,Non-chronic,4656,39.79810996563574,1
MK249132,649b9b10488a20dcaa70199d6dc5f6a8c48b15bcbae5fd6ef2df454c5dae6d68,Non-chronic,4675,50.43850267379679,1
KT264830,7d423992e7c76291d53c81834ff7e1a37a9e99e3a39bbfa77dd5f6f58d2e18e3,Non-chronic,5007,37.82704214100259,1
MN988504,4054460890b9a17e7e5f900d13054756c7d8f45f814a267bfadc8b52a91832bb,Non-chronic,6010,58.68552412645591,1
NC_040373,4ea097ad712737add221f57900027639ff60d4ec3d3c9b25d99026c7d73101a2,Non-chronic,4892,36.95829926410466,1
MK448391,54fb5880a66f02c4517f9a06ad5e80fd3e670e0c3b6f6144c80fc77c45cc85d6,Non-chronic,11158,37.9637927944076,1
,b8f34241f672f785e6793f8a57d67cdca3aa80b1f77b199b103857bf9b524719,Chronic,6696,35.61827956989247,1
KT264789,1ec8230e454fce3fc6685c36f6bfcede0bf61e0af6761e162b999eb8aacca18d,Non-chronic,5548,49.098774333093004,1
MK249198,7941029ce7c8f296529e3415a55b07cae80199eda73feb7d6f372d5c63ee489c,Non-chronic,4551,52.36211821577675,1
MK448521,0f662f73bfbd69e44d71dcf933854161902cac35a817050a16abcccff1430f0b,Non-chronic,13965,36.89939133548156,1
MK496821,832d753ca4c868bfde9fbee137c497e8d4d199f8c5f87896b7636c1323c4146a,Non-chronic,4381,32.412691166400364,1
MH992177,03e9ffad38d278dd4d8d0d9d9556b0307ff962c103f5296d53a267b7f85843ca,Non-chronic,4600,45.69565217391305,1
,d7b9d7bdb63aa7e0c763f0aa5e67fcbb142e7b00232c9f669d5b80fb8ad7c537,Chronic,5478,36.91128148959474,1
,4debe802bc15708790d83e768cc07e9264e687f2efd8989b9d0e7e72070c1ebf,Chronic,5868,35.24199045671438,1
MK448539,524e41733711520b5594c0ca4e5e6d56480eed96b1eb59a0db80f2d5dda3a0c9,Non-chronic,10063,37.44410215641459,1
HM753699,6ed083175f9792ba1b736631d64232c2ddaa44d7c89fe211cb24ade7d2a6a767,Non-chronic,5386,44.8013367991088,1
MK448417,e19adaa4b8c3750fb3d76a3079a0eb9ffdbf4c6dc84d968281c8fb5b20d40a65,Non-chronic,12001,36.21364886259478,1
,bd82c0e477aea08be107040e43ba7d1cc7f2aa2e1ea444c633f9a3aea626580a,Chronic,4662,40.75504075504075,1
NC_048160,227bcb3ad7cd40e8f855922669df2c559664c44fec9c87bab70df56d52d8d647,Chronic,16159,60.32551519277183,1
LT996074,349a876d5e6a0b3cdd957479fa942d87722613dbecfd77404c7f25b79512faf7,Non-chronic,15005,37.147617460846384,1
MG883720,aed9a9734c89ac7a0c1024dad0ab7683b600f32db3e85c0dfe61d78cbcd726b9,Non-chronic,5903,41.9278333050991,1
AJ969242,5667b08d8baf98779886561abb7ceffb23dbeddb8f80d3243be2bd949e4fbd72,Chronic,7878,23.013455191673014,1
MK249194,3d9cb94050b16079a6bd48521cceefd9b431f3182a07f4da0fcefe91e6baeb5d,Non-chronic,4570,54.00437636761488,1
MK448333,0fab70dab66b8e76e0afcb72b303e1506d85d32944fbf520562ab53324315676,Non-chronic,12210,36.257166257166254,1
NC_055802,08a5b582e129102b69c722739b4506acb798e1e096a4fbc6dc504ff34f280553,Non-chronic,17508,28.809687000228468,1
DQ079899,28fc26efd123818ef6ebb2b18e9de959674e25bbf9951ab4a911bd21ee2c9cf0,Non-chronic,5577,45.956607495069036,1
MK496782,d94af27ab9d0c65591bdb658491ed22d25af8e1e35b393f506eddf5e2f6ee87b,Non-chronic,5415,42.123730378578024,1
MH992154,35980745c8565133c8c0bae8e8eda1bad6acb0bc102fc6e0002779f1c101827f,Non-chronic,4728,44.247038917089675,1
MK249229,fb597c16f6f213ecd33427dbb01864aa28e6e507deb9b1a47440772eff70258d,Non-chronic,4320,54.65277777777778,1
MK765555,765920e717c40437aebff1f74530711ffd238d7e10ed5e019d05dc641aa024c8,Non-chronic,5672,37.517630465444284,1
MT006238,a14a8f011c6a26525664941a2df93f394a83246c47f861cbd84160769c0d8463,Non-chronic,19802,48.88900111099889,1
,b306dfed4d19f6a003368202f0a54c09aa47f873717a4ad35f273d319655d84b,Chronic,6027,34.84320557491289,1
MK249226,e2938d76ec66595dd235ae4e255d91977652ced08b69334f49992620715feaa7,Non-chronic,4276,50.09354536950421,1
MK448524,37400678e28f182b3d2baf61aa2a4f989d734484824efb45782bfe3331e8ecb9,Non-chronic,10344,37.50966744006187,1
MK448355,7cdc04dba738b7828f9213c4ea8fd0de02377e5e3d311860eb021d6f6ca51748,Non-chronic,9826,39.49725218807246,1
KT264808,16f6873dcefc100b1c64e756ea9095b2d10be6779809a04114ff34802f070526,Non-chronic,4812,46.404821280133,1
,c196dba9772171ca8b23ee9fba1c7717747ec8357f1d699bdd3f0c1071b2f5ba,Chronic,4581,45.95066579349487,1
NC_006294,28342fabe930591ccae1521a5a121045f9cfeec6f691b318946781e30cca2ca3,Chronic,7107,44.37878148304488,1
MK448515,d38fa7f3204b482580eb2276d32d6413e23e4fe11fa32ae265d7e5323f5990df,Non-chronic,11555,35.3093898745132,1
EF380012,057a5eeb48ca86a7716d0e12b6455bfd743b62fe9d648d870edbfe42d10b39d5,Non-chronic,5386,44.002970664686224,1
MT375519,cb066b69de403e9eff59770d40180de13c27ef0db2b8bfe4d30a8795fb3f3840,Non-chronic,18297,31.065201945674154,1
MH572295,c6ecad96d3a4ddec4f110a846700f5129020308dbcacbc3c07d0bbd6bd086695,Non-chronic,4122,34.54633672974284,1
MH992184,89992ddd37241771e5a5eabb7ef1f2d4a77c2f50398f751813bed8e699fa701b,Non-chronic,4737,51.488283723875874,1
MK496713,497a5c4896a1a34eb363ecb6d3eca7a49604be8c758f78b90cddcc17fe50532c,Non-chronic,5316,30.83145221971407,1
MK249187,0c6d5e83b0645eed45db97f60751c384c501959c96a7650e81b2960f625cecd8,Non-chronic,4617,56.27030539311241,1
NC_040328,a313b562fd2f5c1d3444cc6bc7667d003677a81e8e7804f293263017d8486cf2,Non-chronic,5360,37.91044776119403,1
NC_007819,ae545b2ddf93396224e13277da8c102172b1e1a230a73343f909f7dcf2814a88,Non-chronic,6071,45.03376708944161,1
MK448651,1ca05b76389e4072177e4f9ac2d84e85e4809539777fea185f1817a282695dd5,Non-chronic,12068,34.94365263506795,1
MK496715,51f54c820e8485e25afd7e1324b5d80d1d795c9cefa8c0e4324cc3822f7fba73,Non-chronic,5291,36.87393687393688,1
,e4d91be0dd0bf518e9f9c9264df42a66a88356dc6821e445cb6a1c65d8ef8d18,Chronic,4617,45.440762399826724,1
MH572424,917fe7bc8f75fd65c3757de38fd7aec77b569ceb82c7cd3e70b5dcba51a75556,Non-chronic,4125,48.38787878787879,1
MK249218,12d6f31541e2760762c73f08b0d6e9066b0f168fb9d916439d478de583e28661,Non-chronic,4387,56.393891041714156,1
DQ785292,1e4266c7340ac632b0a38fffaa8f366c21013be1bdfca558a2f819995d19b979,Non-chronic,4065,56.77736777367774,1
MK448434,1c4431cea173fe402ed25bbf582ff1a9486073111a9627b0063ad52b142ee612,Non-chronic,11564,35.29055690072639,1
NC_027639,098f24e6a4405e21fbc561d5caf575ed4c658b73444a08d8a51738976835e1bf,Non-chronic,4366,40.60925332111773,1
MH992217,163dedbdf34e0e88de8522a26951a4dfe04453334367e9febc210341d1a9a94a,Non-chronic,4279,55.082963309184386,1
LT996077,270a754b49baaaa9c2f7e2eb1b51e01443c3eed61733c6e6b12324ca570cd603,Non-chronic,7439,37.66635300443608,1
MN988471,40a084fdd34bab7ac8a0429953287125745e8d8c514f5d17354e1c619a7d481c,Non-chronic,6038,58.47962901623054,1
,af62bd99bf10f93783bcca8cda811381894ffb7c69c89f80e1b9a4c977a67eac,Chronic,5140,37.08171206225681,1
NC_047943,bc34ebf9d27fe006401e3a023011f2e59e0d942256325a658fe30cf79c17deca,Chronic,15010,54.63024650233178,1
NC_028256,e2b8877a0acab1ab94c1752034e6fbe338f0b7c931087f00b87fc2be38e36f61,Non-chronic,13769,55.501488851768464,1
MK448586,8b2d3ddd03fff7412fed4d8b1ac48c3cda356384b10d64900c41375a4bffffd5,Non-chronic,12912,32.256815365551425,1
MK496768,5d47e9288b58424f64bec9302de29dec99b1b01d7cf2b62d085efc09d1c58aae,Non-chronic,5957,42.43746852442504,1
MK496732,24fa65bf4974abd53924bbc3bb8a0b2e143976fe66ab569152d0f04d2ddfeb78,Non-chronic,4996,45.17614091273018,1
JF719728,3fcc39b69808cc3e9a169f2b0a54304c81f43864253a5cfe7c1d0a430b91b2b2,Non-chronic,5386,44.61567025621983,1
MH572311,fdfd05a0ada49bbaa43abf1dc45b5971dab496f9886f3aad5bb9d4edd8812526,Non-chronic,4465,41.881298992161256,1
DQ079888,85feb92f5acca22e563ace7742d26fbd07f796777cd0bde345ac65fd11e2c0ae,Non-chronic,5386,44.44857036761975,1
HM753660,e4941d12b65c0ffb17479ae139109425bf6c7c037f81ffe7c10fe456a4f309a3,Non-chronic,5386,44.745636836242106,1
KX119181,b963a5767484e9b8fddb25c842fccfb8be9904dfe90a2e9eec6a91cd2821cc8b,Non-chronic,11604,36.177180282661155,1
MK448618,7f355579c8a9870e6d2ac92436374e958eae5024197083d0281ebd565e8107f5,Non-chronic,12536,37.22878111040204,1
MK448369,852ddde1228b6290d02c48e28af245119052ac29d9812f5b85144b5a677be2f5,Non-chronic,11081,34.18464037541738,1
,54648635137ba52b0583520b3ff2957b105b95eccb29cf39f69999cd748dddbe,Chronic,3797,24.99341585462207,1
MK448555,b5b76f396291703c8be8f16938b0a8b05622d1e240fd671adb9993d5ac382343,Non-chronic,10616,36.55802562170309,1
,27a26dd4fa498a010d3627a597625b6ee00f4c3f93198697e45ec1df639f4488,Chronic,4822,40.792202405640815,1
,9f2fe1f04125b394aacfcbc549d17a9fdda4e6cf629036cc659883af2d17443a,Chronic,4906,36.99551569506726,1
MK765655,b6a5db84de0e82e3e8971a83840de880368795d6c99e37d60e70467662cf6d01,Non-chronic,5554,43.86028087864602,1
MK448613,67d67d8c0f200d8653d49b8766ba5b63b2cfc866d98d18beddf40b81c190b7e9,Non-chronic,13107,36.50720988784619,1
MK448464,9b549a83e2389411d734621d7e26ed8e95eb5e4d307e16a586945da8c36f7326,Non-chronic,15996,32.45811452863216,1
DQ079903,33d5ebb490fcea7cb61df108b2e6d6c776720fe7e8bc89aa57bba91674e2aa88,Non-chronic,5577,45.79523041061503,1
AB981170,0de22350ac35af736dadb7dcbbd4be6f961d0900ce2970307a80faaf22738131,Chronic,8956,59.66949531040643,1
,cd95be5af834301b5954c88aa9320222d4be255107855eed9a30c708007b0ab8,Chronic,5565,35.705300988319856,1
MK496684,de5b66076b48856e73d9f3d454a1c5be74d98bd52434729fd4d947273ca39caf,Non-chronic,6356,35.74575204531152,1
MH572375,bf56282afbf473e695e95e6a6d73e7039468f774c6c8953c2fed8fd3917a7e7d,Non-chronic,4348,36.361545538178476,1
MK249138,86c73d0ada9013620e6d755bc5c21a6404a81dfe46455b1762b8674afdd8a1b1,Non-chronic,4231,43.961238477901205,1
JF719731,b9327660c257f25ad45b5fa90368f1150cbf4075fcdfc0e682a2c8fc6b7231c4,Non-chronic,5577,45.36489151873767,1
DQ079880,b4073e02ed1a090b58393e8056a3beccbc2353816d257e322efb9e2e6ad141bf,Non-chronic,5386,44.48570367619755,1
MH572353,24e8e071ed5a9718c758d9bc82a5a4e2ae7fcbd96acef78fb4424aafc0b7fcdd,Non-chronic,4745,55.93256059009484,1
MH572411,a1cbb93d7dc89f61564b1de4743741235f7a6bf6e3c295706ccef10cb7799d36,Non-chronic,4188,52.6981852913085,1
MK249205,134d09c01de3aeed520554f5d31b298f298774e5d5ffdf2f13faa9b7a0b7f07c,Non-chronic,4549,50.07693998681029,1
KF664580,6c244538e38e84236e0b7e2f274521a7e31638a343dd5ed1c1ea0f5ca67fe0fa,Chronic,6969,45.77414263165447,1
MK448504,491fc8a3d7773a83c47518bac1979acbe280788c6f628f81749c4edca6c473f3,Non-chronic,13122,36.617893613778385,1
,e6c54d76230868ab7089e43fe45fc5c3ac4745ff9afbb09fce4f919f62cc730f,Chronic,5501,37.793128522086896,1
MK448516,b546d09ecfa01fa3d2471016a61bcd9f34c41befc3cb02de5aa40bfb339a2e0d,Non-chronic,12950,36.92664092664093,1
MK448630,c934074d2b58b80f7d8aca9042f6db0344150d9b6044460e8200a244ab3e491d,Non-chronic,15983,38.09047112557092,1
MN379644,707b063c163b8ce72c087e2c8af38b1bacb472012bf96be8c895e3a7177cb148,Non-chronic,4722,48.05167301990682,1
MK496808,673c856a4d2f3c1307ef74d9483ce6e298246d2bd8f5043d8423be9c372a1bd6,Non-chronic,4776,35.448073701842546,1
NC_005830,a4b45d38272309800d05421e9a88c17542d5d14d45293e4e76fa05bd02faec4c,Non-chronic,20869,36.93995879055058,1
MK249164,37c07f55261c3b886fe14cfcfb710d8d13270b61778dd6fa771e8e23ceff04d5,Non-chronic,4711,52.47293568244534,1
,b576a9831936bed6bb0366cc3e9c490d49a0458d62f6ca46def9a303e7150e97,Chronic,4832,25.931291390728475,1
MN862333,1808f5b9dbbd9bee784458dfb231b07b2c74ecb36ec00d00cca6faacdae427b8,Non-chronic,4668,55.1413881748072,1
MH572306,f80f37316a2281e5cb257888de4cd50561d50aa246c2ba200accae982fbb010f,Non-chronic,4544,40.51496478873239,1
KT264813,f97114995c37ad7c5461b0ff94d5ec490b64d314991678850d1f50bc784207fb,Non-chronic,4783,53.627430482960484,1
MH572469,0381bd8ef18bee362183380f705b9c7d605781f9da28613af6026300ed1f5c05,Non-chronic,4398,40.45020463847203,1
EF380027,1c6640cf72c16188ddb5958d306409f3ab2aa7fc928165c684e121173bdfd82d,Non-chronic,5386,44.058670627552914,1
LT985578,f4d6b643149fc9a62c3b4f81023dcfc8333ae5b2287555a28c9e8b475f96d6b5,Non-chronic,11224,35.70028510334996,1
MK416016,4f2b5478c515c02c1cf2c52b5ed2c00f303034f03421af09a2dd99fb9bd197ba,Non-chronic,11454,58.95756940806705,1
NC_027636,b34ab8366e4e90e3a2041205edfbfc8c3b10b159d7c0d4b51e5149750ed12e75,Non-chronic,4501,51.74405687624972,1
KT264777,a97590b66f4b9873d8bdae424f99be92a9c47e2d3f39c35977a0da604b7a66cd,Non-chronic,5109,49.34429438246232,1
MK249179,2c5593e0dbf6edbaf4bbc1c7de48a7d99550a45480f8af131bc7a1df028f95fc,Non-chronic,4680,57.43589743589744,1
MK448643,9b31fc1af74c01079c69f0f4e7d91d5f46a96e54b9db10a79ed121b3599c96b6,Non-chronic,14401,38.35150336782168,1
MK496803,9afce0185638c61c4317a45d8cf45ada811b3121b5325c172c84d20816ff4001,Non-chronic,5108,37.294440093970245,1
MH319753,d08ebef9becf3cc8adabbc0326598934f4ed965cbc5ec64a04684131f141e4df,Non-chronic,13583,32.422881543105355,1
MK448365,27d19bb713d1c20af1c1176472d07dff2fa78764e1746ebb0ab172aa35ce837b,Non-chronic,13181,34.27661027236173,1
MH992200,3d1be87ee28065b5023b66103d7d72a03d3bb4d0930f1c31a83405773587376a,Non-chronic,4507,61.10494785888618,1
MK496784,7296de8985e9389e374d3ae3228b393b7760a44c9caa2094d6bfd64c8b8fb89c,Non-chronic,5380,27.899628252788105,1
MK448480,eec8b3c1c2b2bb14e9b57cf7cfbf3d981bf482caf76a4d7be9b599bf4eb8d7c5,Non-chronic,17062,31.11006915953581,1
NC_042114,ad183970e6c9a551c01be8d8b2b1ebe7161622317fa0f484dc58d1dc40bb402c,Non-chronic,19741,38.54414669976192,1
MK448425,b44c3bb07b239ac22eb789a7cb939482be39c8b9fad546cb4441004755504941,Non-chronic,12027,34.16479587594579,1
MK249177,8bd5e3fd21df1a08c1ff90911640a4e9c7ddc96c3d96d47ba0f36ba5cd334440,Non-chronic,4721,49.58695191696675,1
MH572475,f8ff4969607f58b1369f99db8e96da94ebf5a6ba619b4760f029fe5246c80c93,Non-chronic,4309,53.81759108841959,1
