acc_no,lifecycle,train_test
MN855715,Non-chronic,0
MN855716,Non-chronic,0
MN855717,Non-chronic,0
MN855719,Non-chronic,0
MN855724,Non-chronic,0
MN855725,Non-chronic,0
MN855726,Non-chronic,0
MN855729,Non-chronic,0
MN855730,Non-chronic,0
MN855731,Non-chronic,0
MN855732,Non-chronic,0
MN855739,Non-chronic,0
MN855740,Non-chronic,0
MN855741,Non-chronic,0
MN855742,Non-chronic,0
MN855744,Non-chronic,1
MN855745,Non-chronic,0
MN855747,Non-chronic,0
MN855750,Non-chronic,0
MN855752,Non-chronic,0
MN855753,Non-chronic,0
MN855754,Non-chronic,0
MN855755,Non-chronic,0
MN855756,Non-chronic,0
MN855757,Non-chronic,0
MN855758,Non-chronic,0
MN855761,Non-chronic,0
MN855762,Non-chronic,0
MN855793,Non-chronic,0
MN855797,Non-chronic,0
MN855798,Non-chronic,0
MN855799,Non-chronic,0
MN855800,Non-chronic,0
MN855801,Non-chronic,0
MN855802,Non-chronic,0
MN855804,Non-chronic,0
MN855805,Non-chronic,0
MN855806,Non-chronic,0
MN855808,Non-chronic,0
MN855809,Non-chronic,0
MN855812,Non-chronic,0
MN855813,Non-chronic,0
MN855814,Non-chronic,0
MN855816,Non-chronic,1
MN855817,Non-chronic,0
MN855819,Non-chronic,0
MN855820,Non-chronic,0
MN855821,Non-chronic,0
MN855822,Non-chronic,0
MN855824,Non-chronic,0
MN855825,Non-chronic,0
MN855827,Non-chronic,0
MN855828,Non-chronic,0
MN855829,Non-chronic,0
MN855830,Non-chronic,0
MN855831,Non-chronic,0
MN855832,Non-chronic,0
MN855833,Non-chronic,0
MN855835,Non-chronic,0
MN855836,Non-chronic,0
MN855837,Non-chronic,0
MN855838,Non-chronic,0
MN855839,Non-chronic,0
MN855840,Non-chronic,0
MN855842,Non-chronic,1
MN855843,Non-chronic,1
MN855846,Non-chronic,0
MN855848,Non-chronic,0
MN855851,Non-chronic,0
MN855852,Non-chronic,0
MN855855,Non-chronic,0
MN855856,Non-chronic,0
MN855858,Non-chronic,0
MN855859,Non-chronic,0
MN855860,Non-chronic,0
MN855861,Non-chronic,0
MN855862,Non-chronic,1
MN855863,Non-chronic,0
MN855864,Non-chronic,0
MN855866,Non-chronic,0
MN855867,Non-chronic,0
MN855868,Non-chronic,0
MN855870,Non-chronic,0
MN855871,Non-chronic,0
MN855872,Non-chronic,0
MN855874,Non-chronic,0
MN855875,Non-chronic,0
MN855877,Non-chronic,0
MN855878,Non-chronic,0
MN855880,Non-chronic,1
MN855882,Non-chronic,0
MN855887,Non-chronic,0
MN855888,Non-chronic,0
MN855889,Non-chronic,0
MN855890,Non-chronic,0
MN855894,Non-chronic,0
MN855895,Non-chronic,0
MN855896,Non-chronic,0
MN855898,Non-chronic,0
MN855899,Non-chronic,0
MN855901,Non-chronic,0
MN855904,Non-chronic,0
MN855906,Non-chronic,0
MN855907,Non-chronic,0
MN855908,Non-chronic,0
MN855909,Non-chronic,0
MN855910,Non-chronic,0
MN855911,Non-chronic,0
MN855913,Non-chronic,0
MN855915,Non-chronic,0
MN855916,Non-chronic,0
MN855917,Non-chronic,0
MN855918,Non-chronic,0
MN855919,Non-chronic,0
MN855921,Non-chronic,0
MN855923,Non-chronic,0
MN855924,Non-chronic,0
MN855925,Non-chronic,0
MN855926,Non-chronic,0
MN855927,Non-chronic,0
MN855928,Non-chronic,0
MN855929,Non-chronic,0
MN855931,Non-chronic,0
MN855934,Non-chronic,0
MN855935,Non-chronic,0
MN855936,Non-chronic,0
MN855937,Non-chronic,0
MN855940,Non-chronic,0
MN855941,Non-chronic,0
MN855942,Non-chronic,0
MN855943,Non-chronic,0
MN855944,Non-chronic,0
MN855945,Non-chronic,1
MN855946,Non-chronic,0
MN855947,Non-chronic,0
MN855948,Non-chronic,0
MN855949,Non-chronic,0
MN855952,Non-chronic,1
MN855958,Non-chronic,0
MN855959,Non-chronic,0
MN855960,Non-chronic,0
MN855961,Non-chronic,0
MN855962,Non-chronic,0
MN855963,Non-chronic,0
MN855964,Non-chronic,1
MN855965,Non-chronic,1
MN855966,Non-chronic,0
MN855967,Non-chronic,0
MN855968,Non-chronic,0
MN855969,Non-chronic,0
MN855970,Non-chronic,0
MN855971,Non-chronic,0
MN855972,Non-chronic,0
MN855974,Non-chronic,0
MN855978,Non-chronic,0
MN855979,Non-chronic,0
MN855980,Non-chronic,0
MN855981,Non-chronic,0
MN855982,Non-chronic,0
MN855983,Non-chronic,0
MN855986,Non-chronic,0
MN855987,Non-chronic,0
MN855989,Non-chronic,0
MN855990,Non-chronic,0
MN855991,Non-chronic,0
MN855992,Non-chronic,0
MN855993,Non-chronic,1
MN855994,Non-chronic,0
MN855995,Non-chronic,1
MN855996,Non-chronic,0
MN855997,Non-chronic,0
MN855998,Non-chronic,0
MN855999,Non-chronic,0
MN856001,Non-chronic,0
MN856002,Non-chronic,0
MN856016,Non-chronic,0
MN856017,Non-chronic,0
MN856018,Non-chronic,0
MN856019,Non-chronic,0
MN856020,Non-chronic,1
MN856021,Non-chronic,0
MN856022,Non-chronic,0
MN856023,Non-chronic,0
MN856024,Non-chronic,0
MN856025,Non-chronic,0
MN856029,Non-chronic,0
MN856032,Non-chronic,0
MN856034,Non-chronic,0
MN856035,Non-chronic,0
MN856036,Non-chronic,0
MN856037,Non-chronic,0
MN856038,Non-chronic,0
MN856039,Non-chronic,0
MN856040,Non-chronic,0
MN856042,Non-chronic,0
MN856046,Non-chronic,0
MN856050,Non-chronic,0
MN856051,Non-chronic,0
MN856052,Non-chronic,0
MN856053,Non-chronic,1
MN856057,Non-chronic,0
MN856060,Non-chronic,0
MN856061,Non-chronic,0
MN856062,Non-chronic,0
MN856063,Non-chronic,1
MN856064,Non-chronic,0
MN856065,Non-chronic,0
MN856066,Non-chronic,0
MN856068,Non-chronic,0
MN856070,Non-chronic,0
MN856072,Non-chronic,0
MN856073,Non-chronic,0
MN856075,Non-chronic,0
MN856079,Non-chronic,0
MN856080,Non-chronic,0
MN856081,Non-chronic,0
MN856083,Non-chronic,0
MN856084,Non-chronic,0
MN856085,Non-chronic,1
MN856087,Non-chronic,0
MN856089,Non-chronic,0
MN856092,Non-chronic,0
MN856094,Non-chronic,0
MN856095,Non-chronic,0
MN856099,Non-chronic,0
MN856103,Non-chronic,0
MN856106,Non-chronic,0
MN856107,Non-chronic,0
MN856109,Non-chronic,1
MN856112,Non-chronic,0
MN856113,Non-chronic,0
MN856114,Non-chronic,0
MN856115,Non-chronic,0
MN856116,Non-chronic,0
MN856117,Non-chronic,0
MN856118,Non-chronic,1
MN856119,Non-chronic,0
MN856120,Non-chronic,0
MN856121,Non-chronic,0
MN862333,Non-chronic,0
MN862334,Non-chronic,0
MN862335,Non-chronic,0
MN862336,Non-chronic,0
MN862337,Non-chronic,0
MN862338,Non-chronic,0
MN862339,Non-chronic,1
MN862340,Non-chronic,0
MN862341,Non-chronic,0
MN862342,Non-chronic,0
MN862343,Non-chronic,0
MN862344,Non-chronic,0
MN862345,Non-chronic,0
MN862346,Non-chronic,1
MN862347,Non-chronic,0
MN871477,Non-chronic,1
MN876843,Non-chronic,0
MN988460,Non-chronic,1
MN988464,Non-chronic,0
MN988467,Non-chronic,1
MN988469,Non-chronic,0
MN988471,Non-chronic,0
MN988473,Non-chronic,0
MN988474,Non-chronic,0
MN988475,Non-chronic,1
MN988476,Non-chronic,0
MN988477,Non-chronic,0
MN988478,Non-chronic,0
MN988479,Non-chronic,0
MN988480,Non-chronic,1
MN988481,Non-chronic,0
MN988485,Non-chronic,0
MN988489,Non-chronic,0
MN988491,Non-chronic,0
MN988494,Non-chronic,0
MN988498,Non-chronic,0
MN988499,Non-chronic,0
MN988503,Non-chronic,1
MN988504,Non-chronic,1
MN988511,Non-chronic,0
MN988518,Non-chronic,0
MN988550,Non-chronic,0
MN988551,Non-chronic,0
MT006238,Non-chronic,0
MT006239,Non-chronic,1
MT024867,Non-chronic,0
MT024870,Non-chronic,0
MT074440,Non-chronic,0
MT310008,Non-chronic,0
MT316458,Non-chronic,1
MT316459,Non-chronic,0
MT316462,Non-chronic,1
MT375519,Non-chronic,0
MT498038,Non-chronic,1
MT498040,Non-chronic,1
MT498046,Non-chronic,0
MT498047,Non-chronic,0
MT498051,Non-chronic,0
MT498067,Non-chronic,0
MT639642,Non-chronic,0
MT639647,Non-chronic,1
MT657332,Non-chronic,0
MT747434,Non-chronic,0
MT757399,Non-chronic,0
MT776807,Non-chronic,1
MT889364,Non-chronic,0
MT926124,Non-chronic,0
MT947439,Non-chronic,0
MT952848,Non-chronic,0
MT952850,Non-chronic,0
MW055907,Non-chronic,0
MW055909,Non-chronic,1
MW073821,Non-chronic,0
MW073822,Non-chronic,0
MW073823,Non-chronic,0
MW073824,Non-chronic,0
MW073825,Non-chronic,0
MW149081,Non-chronic,0
MW149082,Non-chronic,1
MW149083,Non-chronic,1
MW149084,Non-chronic,0
MW149085,Non-chronic,0
MW149086,Non-chronic,0
MW149087,Non-chronic,0
MW149088,Non-chronic,1
MW149089,Non-chronic,0
MW149090,Non-chronic,0
MW149091,Non-chronic,0
MW149092,Non-chronic,0
MW149093,Non-chronic,0
MW149094,Non-chronic,0
MW149095,Non-chronic,0
MW149096,Non-chronic,0
MW149097,Non-chronic,0
MW149098,Non-chronic,0
MW149099,Non-chronic,1
MW149100,Non-chronic,0
MW149101,Non-chronic,0
MW149102,Non-chronic,1
MW149103,Non-chronic,0
MW149104,Non-chronic,0
MW149105,Non-chronic,0
MW149106,Non-chronic,0
MW149107,Non-chronic,0
MW149108,Non-chronic,0
MW149109,Non-chronic,0
MW149110,Non-chronic,0
MW149111,Non-chronic,0
MW149112,Non-chronic,0
MW149113,Non-chronic,0
MW291020,Non-chronic,0
MW321655,Non-chronic,0
MW354668,Non-chronic,0
MW363799,Non-chronic,0
MW419775,Non-chronic,0
NC_001417,Non-chronic,1
NC_001420,Non-chronic,1
NC_001426,Non-chronic,1
NC_001741,Non-chronic,1
NC_001825,Non-chronic,1
NC_001890,Non-chronic,1
NC_001998,Non-chronic,1
NC_002643,Non-chronic,1
NC_002649,Non-chronic,1
NC_002700,Non-chronic,1
NC_003438,Non-chronic,1
NC_004165,Non-chronic,1
NC_004301,Non-chronic,1
NC_004678,Non-chronic,1
NC_004679,Non-chronic,1
NC_005964,Non-chronic,1
NC_007461,Non-chronic,1
NC_007818,Non-chronic,1
NC_007820,Non-chronic,1
NC_007824,Non-chronic,1
NC_007825,Non-chronic,1
NC_007827,Non-chronic,1
NC_007856,Non-chronic,1
NC_008294,Non-chronic,1
NC_009875,Non-chronic,1
NC_010363,Non-chronic,1
NC_015785,Non-chronic,1
NC_017980,Non-chronic,1
NC_018083,Non-chronic,1
NC_018084,Non-chronic,1
NC_019453,Non-chronic,1
NC_019523,Non-chronic,1
NC_019707,Non-chronic,1
NC_019920,Non-chronic,1
NC_019922,Non-chronic,1
NC_021317,Non-chronic,1
NC_023550,Non-chronic,1
NC_024149,Non-chronic,1
NC_025467,Non-chronic,1
NC_027635,Non-chronic,1
NC_027636,Non-chronic,1
NC_027641,Non-chronic,1
NC_027643,Non-chronic,1
NC_027647,Non-chronic,1
NC_028651,Non-chronic,1
NC_028693,Non-chronic,1
NC_028789,Non-chronic,1
NC_028902,Non-chronic,1
NC_028994,Non-chronic,1
NC_029012,Non-chronic,1
NC_029014,Non-chronic,1
NC_030907,Non-chronic,1
NC_031046,Non-chronic,1
NC_040329,Non-chronic,1
NC_040341,Non-chronic,1
NC_040349,Non-chronic,1
NC_040350,Non-chronic,1
NC_040374,Non-chronic,1
NC_047814,Non-chronic,1
NC_048107,Non-chronic,1
NC_048159,Non-chronic,1
NC_048738,Non-chronic,1
NC_048858,Non-chronic,1
NC_048862,Non-chronic,1
NC_049449,Non-chronic,1
NC_049932,Non-chronic,1
NC_049938,Non-chronic,1
NC_049939,Non-chronic,1
NC_049960,Non-chronic,1
NC_049961,Non-chronic,1
NC_049965,Non-chronic,1
AY954949,Non-chronic,0
DQ785287,Non-chronic,0
MK721185,Non-chronic,1
ACSJ01000018,Non-chronic,0
MN524845,Non-chronic,0
LK392619,Non-chronic,1
JX181816,Non-chronic,1
DQ785293,Non-chronic,0
MK424903,Non-chronic,0
KY996523,Non-chronic,0
NC_014321,Non-chronic,1
KM589508,Non-chronic,1
KF547926,Non-chronic,0
KM589499,Non-chronic,1
MK721196,Non-chronic,0
KT355471,Non-chronic,1
KX074203,Non-chronic,0
AF348736,Non-chronic,0
MH371111,Non-chronic,0
JX181815,Non-chronic,0
LT630001,Non-chronic,0
AY894696,Non-chronic,0
MK765656,Non-chronic,1
MH045561,Non-chronic,0
MT121968,Non-chronic,0
MK448553,Non-chronic,0
MG883717,Non-chronic,0
LT993224,Non-chronic,0
KM209294,Non-chronic,0
MN385565,Non-chronic,0
MT185428,Non-chronic,0
KX119182,Non-chronic,0
MG159787,Non-chronic,0
MH319723,Non-chronic,0
KP823395,Non-chronic,0
MK765558,Non-chronic,0
KM589502,Non-chronic,1
NC_003715,Non-chronic,1
KM589504,Non-chronic,0
MG641186,Non-chronic,1
KX266421,Non-chronic,0
KY245949,Non-chronic,1
MN369745,Non-chronic,0
LT985584,Non-chronic,0
MT006240,Non-chronic,0
MK721183,Non-chronic,0
NC_003300,Non-chronic,1
KX119178,Non-chronic,0
NC_004172,Non-chronic,1
X60322,Non-chronic,1
AF158601,Non-chronic,0
LT985589,Non-chronic,0
KC662250,Non-chronic,0
LT993247,Non-chronic,0
MK448605,Non-chronic,0
KC131021,Non-chronic,0
LT993227,Non-chronic,0
MT047590,Non-chronic,0
JN116822,Non-chronic,0
JX185431,Non-chronic,0
DQ785295,Non-chronic,0
MN082625,Non-chronic,1
KU998255,Non-chronic,0
MH327485,Non-chronic,0
MH327491,Non-chronic,0
AY954948,Non-chronic,0
DQ785291,Non-chronic,0
AF226851,Non-chronic,1
MT310864,Non-chronic,0
MH319725,Non-chronic,1
KX266379,Non-chronic,0
KU831549,Non-chronic,1
JF412298,Non-chronic,0
MK448529,Non-chronic,0
MN689526,Non-chronic,0
MH319752,Non-chronic,0
MH045556,Non-chronic,0
KX266430,Non-chronic,0
MN876845,Non-chronic,1
KX266359,Non-chronic,0
AB626962,Non-chronic,0
MH393889,Non-chronic,0
MH319724,Non-chronic,0
KX266371,Non-chronic,0
GQ149088,Non-chronic,0
LT996077,Non-chronic,0
HQ157199,Non-chronic,1
NC_042064,Non-chronic,1
KY695241,Non-chronic,0
NC_042072,Non-chronic,1
KX266460,Non-chronic,0
AJ421943,Non-chronic,0
LT821717,Non-chronic,0
KX266424,Non-chronic,0
KT319607,Non-chronic,0
KX266328,Non-chronic,0
ACSJ01000015,Non-chronic,0
KR704913,Non-chronic,1
KM589512,Non-chronic,0
KX266314,Non-chronic,0
MH327487,Non-chronic,0
KT319620,Non-chronic,1
NC_012093,Non-chronic,1
X80191,Non-chronic,1
FJ608824,Non-chronic,0
KM589505,Non-chronic,0
HM753700,Non-chronic,1
MK721193,Non-chronic,1
LT985592,Non-chronic,0
KX266404,Non-chronic,0
KX266567,Non-chronic,0
KJ944830,Non-chronic,0
DQ079874,Non-chronic,0
X76288,Non-chronic,0
KX266560,Non-chronic,0
KT319602,Non-chronic,0
KT319626,Non-chronic,0
DQ785294,Non-chronic,0
NC_003714,Non-chronic,1
HM640230,Non-chronic,0
LT996073,Non-chronic,0
HF937074,Non-chronic,0
KM589514,Non-chronic,0
MK765552,Non-chronic,0
KP087957,Non-chronic,1
NC_004173,Non-chronic,1
HQ157198,Non-chronic,0
MT459794,Non-chronic,1
AJ604531,Non-chronic,0
KX266366,Non-chronic,0
MF001367,Non-chronic,1
MK765603,Non-chronic,1
KX266410,Non-chronic,0
NC_042068,Non-chronic,1
M11813,Non-chronic,0
MH248069,Non-chronic,0
KJ957166,Non-chronic,1
MH992155,Non-chronic,0
NC_004175,Non-chronic,1
MH319745,Non-chronic,1
KX266423,Non-chronic,0
KM276541,Non-chronic,1
MK448479,Non-chronic,0
MK448538,Non-chronic,0
X60323,Non-chronic,0
MK511000,Non-chronic,0
MG766218,Non-chronic,0
JF317274,Non-chronic,0
GQ900512,Non-chronic,0
LT985588,Non-chronic,0
AJ604530,Non-chronic,1
MH399783,Non-chronic,0
KX266443,Non-chronic,0
MH327490,Non-chronic,0
MN180252,Non-chronic,0
DQ123818,Non-chronic,0
DQ785288,Non-chronic,0
LT985572,Non-chronic,0
NC_012091,Non-chronic,1
MN524844,Non-chronic,0
KX266634,Non-chronic,0
NC_028256,Non-chronic,1
MK570056,Non-chronic,0
MN585990,Non-chronic,0
MF774689,Non-chronic,0
KU992911,Non-chronic,0
NC_002670,Non-chronic,1
KT945995,Non-chronic,0
MG641184,Non-chronic,0
KR704915,Non-chronic,0
AB161975,Non-chronic,0
DQ079869,Non-chronic,0
MK448592,Non-chronic,0
KR704914,Non-chronic,1
KX266319,Non-chronic,0
LT985578,Non-chronic,0
MN180253,Non-chronic,1
AF246223,Non-chronic,0
KR053197,Non-chronic,0
MH319753,Non-chronic,1
AJ292531,Non-chronic,1
NC_035464,Non-chronic,1
LT993225,Non-chronic,0
KX119181,Non-chronic,0
DQ079873,Non-chronic,0
LT996079,Non-chronic,0
KY442063,Non-chronic,1
KX853514,Non-chronic,0
KX266629,Non-chronic,0
MT806187,Non-chronic,0
KM589511,Non-chronic,1
NC_042069,Non-chronic,1
MK570057,Non-chronic,1
KC821605,Non-chronic,0
NC_004170,Non-chronic,1
KY245950,Non-chronic,0
MW091529,Non-chronic,0
KX266581,Non-chronic,1
MK721198,Non-chronic,0
KX266400,Non-chronic,0
MT521990,Non-chronic,1
AJ567472,Non-chronic,0
LT996080,Non-chronic,0
DQ785289,Non-chronic,1
MK448527,Non-chronic,0
KC821606,Non-chronic,0
MF101922,Non-chronic,0
JF412300,Non-chronic,0
NC_042071,Non-chronic,1
DQ785292,Non-chronic,0
DQ785290,Non-chronic,1
MK448377,Non-chronic,0
LT985579,Non-chronic,0
JX181817,Non-chronic,0
EU771092,Non-chronic,0
LT985586,Non-chronic,0
KX266325,Non-chronic,0
KX266344,Non-chronic,0
AY780364,Non-chronic,0
AJ270057,Non-chronic,1
DQ079875,Non-chronic,0
MH319746,Non-chronic,0
LT985577,Non-chronic,0
ACSJ01000013,Non-chronic,0
KM589503,Non-chronic,0
LT985587,Non-chronic,0
KX266507,Non-chronic,1
MH825700,Non-chronic,1
KM000061,Non-chronic,0
KY000084,Non-chronic,0
LT985591,Non-chronic,0
NC_004171,Non-chronic,1
LT996075,Non-chronic,0
DQ079871,Non-chronic,0
HM753673,Non-chronic,0
MH319744,Non-chronic,0
AF226853,Non-chronic,0
NC_002671,Non-chronic,1
KX266362,Non-chronic,0
KX266406,Non-chronic,1
KX266320,Non-chronic,0
MN689513,Non-chronic,0
MH576963,Non-chronic,0
X51522,Non-chronic,0
MH622932,Non-chronic,0
DQ198146,Non-chronic,0
MH327486,Non-chronic,0
MN379461,Non-chronic,0
MN180250,Non-chronic,1
NC_036595,Non-chronic,1
MK448357,Non-chronic,0
KM589510,Non-chronic,0
KX266557,Non-chronic,0
MK765553,Non-chronic,1
MK765560,Non-chronic,0
MN857617,Non-chronic,0
LT996074,Non-chronic,0
KX373688,Non-chronic,0
NC_003716,Non-chronic,1
KX266496,Non-chronic,0
MH319722,Non-chronic,0
AB012112,Non-chronic,0
MG641183,Non-chronic,0
KC821623,Non-chronic,0
X72793,Non-chronic,0
JF412301,Non-chronic,0
MK448318,Non-chronic,0
AE002163,Non-chronic,0
KM589498,Non-chronic,0
MH617538,Non-chronic,0
MT121967,Non-chronic,0
MF443784,Non-chronic,0
KX119183,Non-chronic,0
MG641181,Non-chronic,0
EU622808,Non-chronic,1
KX266582,Non-chronic,0
MK448412,Non-chronic,0
MG945410,Non-chronic,0
HM753696,Non-chronic,0
MT498065,Non-chronic,1
NC_048030,Non-chronic,1
KX266356,Non-chronic,1
KY695239,Non-chronic,1
GU815339,Non-chronic,0
FJ792813,Non-chronic,0
KX513868,Non-chronic,1
KX266392,Non-chronic,1
MF361639,Non-chronic,0
MK448351,Non-chronic,0
MH319760,Non-chronic,0
AB572858,Chronic,1
AB910602,Chronic,0
AB931172,Chronic,0
AJ969242,Chronic,0
AY324828,Chronic,0
CP017895,Chronic,0
GQ153916,Chronic,0
J02448,Chronic,0
JN882265,Chronic,0
KY853667,Chronic,0
LC066596,Chronic,0
LC210520,Chronic,1
MH206183,Chronic,1
MH206184,Chronic,0
MH218848,Chronic,0
MN263053,Chronic,0
MT901797,Chronic,0
MT901798,Chronic,0
MT901799,Chronic,1
MT901800,Chronic,0
NC_001270,Chronic,0
NC_001331,Chronic,1
NC_001332,Chronic,0
NC_001396,Chronic,1
NC_001954,Chronic,0
NC_002014,Chronic,1
NC_002362,Chronic,0
NC_002363,Chronic,0
NC_003287,Chronic,0
NC_003793,Chronic,1
NC_004306,Chronic,0
NC_005949,Chronic,0
NC_006294,Chronic,0
NC_007189,Chronic,0
NC_007918,Chronic,0
NC_008575,Chronic,0
NC_013758,Chronic,0
NC_015297,Chronic,0
NC_016162,Chronic,0
NC_025454,Chronic,0
NC_026613,Chronic,0
NC_043028,Chronic,0
NC_048158,Chronic,0
VP13_NODE739,Chronic,1
VP13_NODE787,Chronic,1
VP15_NODE519,Chronic,1
VP17_NODE160,Chronic,1
VP9_NODE2030,Chronic,1
VP4_NODE156,Chronic,1
VP13_NODE783,Chronic,1
VP9_NODE1021,Chronic,1
VP11_NODE1719,Chronic,1
VP3_NODE444,Chronic,1
VP16_NODE111,Chronic,1
VP5_NODE498,Chronic,1
VP8_NODE989,Chronic,1
VP11_NODE773,Chronic,1
VP13_NODE769,Chronic,1
VP3_NODE604,Chronic,1
VP11_NODE1412,Chronic,1
VP17_NODE149,Chronic,1
VP13_NODE721,Chronic,1
VP8_NODE1264,Chronic,1
VP16_NODE103,Chronic,1
VP9_NODE1220,Chronic,1
VP15_NODE272,Chronic,1
VP4_NODE661,Chronic,1
VP8_NODE818,Chronic,1
VP5_NODE458,Chronic,1
VP6_NODE396,Chronic,1
VP4_NODE219,Chronic,1
VP6_NODE708,Chronic,1
VP3_NODE437,Chronic,1
VP17_NODE154,Chronic,1
VP3_NODE217,Chronic,1
VP15_NODE616,Chronic,1
VP5_NODE404,Chronic,1
VP17_NODE54,Chronic,1
VP8_NODE649,Chronic,1
VP5_NODE395,Chronic,1
VP9_NODE1276,Chronic,1
VP4_NODE416,Chronic,1
VP12_NODE583,Chronic,1
VP9_NODE2149,Chronic,1
VP11_NODE1650,Chronic,1
VP3_NODE570,Chronic,1
VP5_NODE192,Chronic,1
VP17_NODE221,Chronic,1
VP3_NODE594,Chronic,1
VP9_NODE1720,Chronic,1
VP6_NODE447,Chronic,1
VP11_NODE1263,Chronic,1
VP11_NODE750,Chronic,1
VP5_NODE319,Chronic,1
VP4_NODE536,Chronic,1
VP8_NODE872,Chronic,1
VP11_NODE1085,Chronic,0
VP11_NODE1442,Chronic,0
VP11_NODE672,Chronic,0
VP11_NODE780,Chronic,0
VP11_NODE795,Chronic,0
VP11_NODE814,Chronic,0
VP11_NODE973,Chronic,0
VP12_NODE635,Chronic,0
VP13_NODE489,Chronic,0
VP13_NODE505,Chronic,0
VP13_NODE723,Chronic,0
VP13_NODE907,Chronic,0
VP13_NODE959,Chronic,0
VP15_NODE225,Chronic,0
VP15_NODE235,Chronic,0
VP15_NODE262,Chronic,0
VP15_NODE632,Chronic,0
VP15_NODE674,Chronic,0
VP16_NODE112,Chronic,0
VP16_NODE85,Chronic,0
VP17_NODE108,Chronic,0
VP17_NODE164,Chronic,0
VP17_NODE169,Chronic,0
VP17_NODE203,Chronic,0
VP2_NODE734,Chronic,0
VP3_NODE299,Chronic,0
VP3_NODE341,Chronic,0
VP3_NODE347,Chronic,0
VP3_NODE490,Chronic,0
VP3_NODE534,Chronic,0
VP4_NODE191,Chronic,0
VP4_NODE212,Chronic,0
VP4_NODE561,Chronic,0
VP4_NODE562,Chronic,0
VP5_NODE180,Chronic,0
VP5_NODE514,Chronic,0
VP5_NODE80,Chronic,0
VP6_NODE322,Chronic,0
VP6_NODE627,Chronic,0
VP6_NODE838,Chronic,0
VP7_NODE669,Chronic,0
VP7_NODE752,Chronic,0
VP8_NODE683,Chronic,0
VP8_NODE769,Chronic,0
VP9_NODE1113,Chronic,0
VP9_NODE1698,Chronic,0
VP9_NODE2015,Chronic,0
VP9_NODE2229,Chronic,0
VP9_NODE2464,Chronic,0
VP11_NODE1009,Chronic,0
VP11_NODE1352,Chronic,0
VP11_NODE1524,Chronic,0
VP11_NODE436,Chronic,0
VP11_NODE939,Chronic,0
VP12_NODE524,Chronic,0
VP13_NODE515,Chronic,0
VP13_NODE628,Chronic,0
VP13_NODE717,Chronic,0
VP13_NODE822,Chronic,0
VP13_NODE870,Chronic,0
VP15_NODE228,Chronic,0
VP15_NODE270,Chronic,0
VP15_NODE296,Chronic,0
VP15_NODE373,Chronic,0
VP15_NODE391,Chronic,0
VP15_NODE571,Chronic,0
VP15_NODE589,Chronic,0
VP16_NODE118,Chronic,0
VP17_NODE116,Chronic,0
VP17_NODE179,Chronic,0
VP17_NODE69,Chronic,0
VP2_NODE566,Chronic,0
VP3_NODE205,Chronic,0
VP3_NODE547,Chronic,0
VP4_NODE231,Chronic,0
VP4_NODE579,Chronic,0
VP5_NODE189,Chronic,0
VP5_NODE315,Chronic,0
VP5_NODE384,Chronic,0
VP5_NODE448,Chronic,0
VP5_NODE454,Chronic,0
VP5_NODE503,Chronic,0
VP6_NODE175,Chronic,0
VP6_NODE400,Chronic,0
VP6_NODE704,Chronic,0
VP6_NODE808,Chronic,0
VP6_NODE879,Chronic,0
VP7_NODE601,Chronic,0
VP8_NODE506,Chronic,0
VP8_NODE919,Chronic,0
VP9_NODE1038,Chronic,0
VP9_NODE1340,Chronic,0
VP9_NODE1504,Chronic,0
VP9_NODE1518,Chronic,0
VP9_NODE1754,Chronic,0
VP9_NODE1848,Chronic,0
VP9_NODE1910,Chronic,0
VP9_NODE1962,Chronic,0
VP9_NODE2050,Chronic,0
VP9_NODE2062,Chronic,0
VP9_NODE2116,Chronic,0
VP9_NODE2503,Chronic,0
VP9_NODE874,Chronic,0
VP11_NODE639,Chronic,0
VP15_NODE593,Chronic,0
VP16_NODE184,Chronic,0
VP11_NODE1162,Chronic,0
VP17_NODE94,Chronic,0
VP16_NODE83,Chronic,0
VP13_NODE637,Chronic,0
VP11_NODE1400,Chronic,0
VP11_NODE1007,Chronic,0
VP11_NODE1585,Chronic,0
VP4_NODE483,Chronic,0
VP13_NODE1098,Chronic,0
VP11_NODE1430,Chronic,0
VP15_NODE437,Chronic,0
VP17_NODE140,Chronic,0
VP17_NODE184,Chronic,0
VP17_NODE156,Chronic,0
VP3_NODE473,Chronic,0
VP3_NODE368,Chronic,0
VP17_NODE185,Chronic,0
VP4_NODE441,Chronic,0
VP11_NODE1255,Chronic,0
VP11_NODE1805,Chronic,0
VP17_NODE204,Chronic,0
VP13_NODE679,Chronic,0
VP3_NODE571,Chronic,0
VP3_NODE608,Chronic,0
VP17_NODE86,Chronic,0
VP11_NODE1408,Chronic,0
VP3_NODE381,Chronic,0
VP3_NODE638,Chronic,0
VP12_NODE326,Chronic,0
VP15_NODE281,Chronic,0
VP11_NODE1277,Chronic,0
VP17_NODE120,Chronic,0
VP11_NODE967,Chronic,0
VP13_NODE1090,Chronic,0
VP3_NODE477,Chronic,0
VP11_NODE1809,Chronic,0
VP12_NODE387,Chronic,0
VP3_NODE512,Chronic,0
VP4_NODE455,Chronic,0
VP11_NODE1074,Chronic,0
VP5_NODE154,Chronic,0
VP5_NODE167,Chronic,0
VP5_NODE215,Chronic,0
VP5_NODE400,Chronic,0
